指标,地区,分类,国家,商品,贸易方式,时间,数值
进口金额（美元）,合计,本期值,合计,01 - 活动物,合计,06-2021,64373636.00000
进口金额（美元）,合计,本期值,合计,01 - 活动物,合计,07-2021,97237368.00000
进口金额（美元）,合计,本期值,合计,01 - 活动物,合计,08-2021,92756089.00000
进口金额（美元）,合计,本期值,合计,01 - 活动物,合计,09-2021,72353585.00000
进口金额（美元）,合计,本期值,合计,01 - 活动物,合计,10-2021,79618676.00000
进口金额（美元）,合计,本期值,合计,01 - 活动物,合计,11-2021,21255280.00000
进口金额（美元）,合计,本期值,合计,01 - 活动物,合计,12-2021,98624373.00000
进口金额（美元）,合计,本期值,合计,01 - 活动物,合计,01-2022,147445664.00000
进口金额（美元）,合计,本期值,合计,01 - 活动物,合计,02-2022,31096825.00000
进口金额（美元）,合计,本期值,合计,01 - 活动物,合计,03-2022,123360490.00000
进口金额（美元）,合计,本期值,合计,01 - 活动物,合计,04-2022,23729778.00000
进口金额（美元）,合计,本期值,合计,01 - 活动物,合计,05-2022,65724644.00000
进口金额（美元）,合计,本期值,合计,01 - 活动物,合计,06-2022,41948204.00000
进口金额（美元）,合计,本期值,合计,01 - 活动物,合计,07-2022,104272761.00000
进口金额（美元）,合计,本期值,合计,01 - 活动物,合计,08-2022,38136638.00000
进口金额（美元）,合计,本期值,合计,01 - 活动物,合计,09-2022,70297258.00000
进口金额（美元）,合计,本期值,合计,01 - 活动物,合计,10-2022,90156714.00000
进口金额（美元）,合计,本期值,合计,01 - 活动物,合计,11-2022,72471802.00000
进口金额（美元）,合计,本期值,合计,01 - 活动物,合计,12-2022,85099649.00000
进口金额（美元）,合计,本期值,合计,01 - 活动物,合计,01-2023,61042771.00000
进口金额（美元）,合计,本期值,合计,01 - 活动物,合计,02-2023,28002387.00000
进口金额（美元）,合计,本期值,合计,01 - 活动物,合计,03-2023,94167375.00000
进口金额（美元）,合计,本期值,合计,01 - 活动物,合计,04-2023,33385303.00000
进口金额（美元）,合计,本期值,合计,01 - 活动物,合计,05-2023,42204936.00000
进口金额（美元）,合计,本期值,合计,01 - 活动物,合计,06-2023,38977620.00000
进口金额（美元）,合计,本期值,合计,01 - 活动物,合计,07-2023,21745697.00000
进口金额（美元）,合计,本期值,合计,01 - 活动物,合计,08-2023,20491100.00000
进口金额（美元）,合计,本期值,合计,01 - 活动物,合计,09-2023,17076585.00000
进口金额（美元）,合计,本期值,合计,01 - 活动物,合计,10-2023,50646777.00000
进口金额（美元）,合计,本期值,合计,01 - 活动物,合计,11-2023,49694459.00000
进口金额（美元）,合计,本期值,合计,01 - 活动物,合计,12-2023,16714252.00000
进口金额（美元）,合计,本期值,合计,01 - 活动物,合计,01-2024,16304664.00000
进口金额（美元）,合计,本期值,合计,01 - 活动物,合计,02-2024,52488726.00000
进口金额（美元）,合计,本期值,合计,01 - 活动物,合计,03-2024,19522228.00000
进口金额（美元）,合计,本期值,合计,01 - 活动物,合计,04-2024,13786184.00000
进口金额（美元）,合计,本期值,合计,01 - 活动物,合计,05-2024,28948288.00000
进口金额（美元）,合计,本期值,合计,01 - 活动物,合计,06-2024,17944748.00000
进口金额（美元）,合计,本期值,合计,01 - 活动物,合计,07-2024,45530180.00000
进口金额（美元）,合计,本期值,合计,01 - 活动物,合计,08-2024,12857362.00000
进口金额（美元）,合计,本期值,合计,01 - 活动物,合计,09-2024,13087308.00000
出口金额（美元）,合计,本期值,合计,01 - 活动物,合计,01-2019,33634859.00000
出口金额（美元）,合计,本期值,合计,01 - 活动物,合计,02-2019,21458572.00000
出口金额（美元）,合计,本期值,合计,01 - 活动物,合计,03-2019,39358628.00000
出口金额（美元）,合计,本期值,合计,01 - 活动物,合计,04-2019,44725212.00000
出口金额（美元）,合计,本期值,合计,01 - 活动物,合计,05-2019,44543223.00000
出口金额（美元）,合计,本期值,合计,01 - 活动物,合计,06-2019,33825485.00000
出口金额（美元）,合计,本期值,合计,01 - 活动物,合计,07-2019,27979356.00000
出口金额（美元）,合计,本期值,合计,01 - 活动物,合计,08-2019,40602593.00000
出口金额（美元）,合计,本期值,合计,01 - 活动物,合计,09-2019,44682192.00000
出口金额（美元）,合计,本期值,合计,01 - 活动物,合计,10-2019,35080132.00000
出口金额（美元）,合计,本期值,合计,01 - 活动物,合计,11-2019,51485345.00000
出口金额（美元）,合计,本期值,合计,01 - 活动物,合计,12-2019,92642498.00000
出口金额（美元）,合计,本期值,合计,01 - 活动物,合计,01-2020,7975401.00000
出口金额（美元）,合计,本期值,合计,01 - 活动物,合计,02-2020,38997962.00000
出口金额（美元）,合计,本期值,合计,01 - 活动物,合计,03-2020,42611401.00000
出口金额（美元）,合计,本期值,合计,01 - 活动物,合计,04-2020,49152569.00000
出口金额（美元）,合计,本期值,合计,01 - 活动物,合计,05-2020,45487711.00000
出口金额（美元）,合计,本期值,合计,01 - 活动物,合计,06-2020,54601331.00000
出口金额（美元）,合计,本期值,合计,01 - 活动物,合计,07-2020,52206357.00000
出口金额（美元）,合计,本期值,合计,01 - 活动物,合计,08-2020,52992543.00000
出口金额（美元）,合计,本期值,合计,01 - 活动物,合计,09-2020,57740239.00000
出口金额（美元）,合计,本期值,合计,01 - 活动物,合计,10-2020,44284919.00000
出口金额（美元）,合计,本期值,合计,01 - 活动物,合计,11-2020,57978482.00000
出口金额（美元）,合计,本期值,合计,01 - 活动物,合计,12-2020,95636170.00000
出口金额（美元）,合计,本期值,合计,01 - 活动物,合计,01-2021,4399592.00000
出口金额（美元）,合计,本期值,合计,01 - 活动物,合计,02-2021,48601798.00000
出口金额（美元）,合计,本期值,合计,01 - 活动物,合计,03-2021,45646995.00000
出口金额（美元）,合计,本期值,合计,01 - 活动物,合计,04-2021,64407366.00000
出口金额（美元）,合计,本期值,合计,01 - 活动物,合计,05-2021,40547422.00000
出口金额（美元）,合计,本期值,合计,01 - 活动物,合计,06-2021,52383558.00000
出口金额（美元）,合计,本期值,合计,01 - 活动物,合计,07-2021,47453913.00000
出口金额（美元）,合计,本期值,合计,01 - 活动物,合计,08-2021,50197417.00000
出口金额（美元）,合计,本期值,合计,01 - 活动物,合计,09-2021,38772167.00000
出口金额（美元）,合计,本期值,合计,01 - 活动物,合计,10-2021,41385023.00000
出口金额（美元）,合计,本期值,合计,01 - 活动物,合计,11-2021,50392950.00000
出口金额（美元）,合计,本期值,合计,01 - 活动物,合计,12-2021,76314526.00000
出口金额（美元）,合计,本期值,合计,01 - 活动物,合计,01-2022,15264363.00000
出口金额（美元）,合计,本期值,合计,01 - 活动物,合计,02-2022,33903911.00000
出口金额（美元）,合计,本期值,合计,01 - 活动物,合计,03-2022,31329811.00000
出口金额（美元）,合计,本期值,合计,01 - 活动物,合计,04-2022,38608888.00000
出口金额（美元）,合计,本期值,合计,01 - 活动物,合计,05-2022,46679502.00000
出口金额（美元）,合计,本期值,合计,01 - 活动物,合计,06-2022,44732175.00000
出口金额（美元）,合计,本期值,合计,01 - 活动物,合计,07-2022,43608191.00000
出口金额（美元）,合计,本期值,合计,01 - 活动物,合计,08-2022,44855087.00000
出口金额（美元）,合计,本期值,合计,01 - 活动物,合计,09-2022,44485753.00000
出口金额（美元）,合计,本期值,合计,01 - 活动物,合计,10-2022,52768279.00000
出口金额（美元）,合计,本期值,合计,01 - 活动物,合计,11-2022,52175319.00000
出口金额（美元）,合计,本期值,合计,01 - 活动物,合计,12-2022,93948346.00000
出口金额（美元）,合计,本期值,合计,01 - 活动物,合计,01-2023,5284746.00000
出口金额（美元）,合计,本期值,合计,01 - 活动物,合计,02-2023,49928806.00000
出口金额（美元）,合计,本期值,合计,01 - 活动物,合计,03-2023,41340408.00000
出口金额（美元）,合计,本期值,合计,01 - 活动物,合计,04-2023,41132327.00000
出口金额（美元）,合计,本期值,合计,01 - 活动物,合计,05-2023,38333032.00000
出口金额（美元）,合计,本期值,合计,01 - 活动物,合计,06-2023,40657260.00000
出口金额（美元）,合计,本期值,合计,01 - 活动物,合计,07-2023,39418672.00000
出口金额（美元）,合计,本期值,合计,01 - 活动物,合计,08-2023,39644852.00000
出口金额（美元）,合计,本期值,合计,01 - 活动物,合计,09-2023,42669795.00000
出口金额（美元）,合计,本期值,合计,01 - 活动物,合计,10-2023,39307803.00000
出口金额（美元）,合计,本期值,合计,01 - 活动物,合计,11-2023,42476580.00000
出口金额（美元）,合计,本期值,合计,01 - 活动物,合计,12-2023,76411653.00000
出口金额（美元）,合计,本期值,合计,01 - 活动物,合计,01-2024,8731390.00000
出口金额（美元）,合计,本期值,合计,01 - 活动物,合计,02-2024,38262082.00000
出口金额（美元）,合计,本期值,合计,01 - 活动物,合计,03-2024,35476918.00000
出口金额（美元）,合计,本期值,合计,01 - 活动物,合计,04-2024,39679417.00000
出口金额（美元）,合计,本期值,合计,01 - 活动物,合计,05-2024,38720362.00000
出口金额（美元）,合计,本期值,合计,01 - 活动物,合计,06-2024,41882286.00000
出口金额（美元）,合计,本期值,合计,01 - 活动物,合计,07-2024,39797709.00000
出口金额（美元）,合计,本期值,合计,01 - 活动物,合计,08-2024,41641777.00000
出口金额（美元）,合计,本期值,合计,01 - 活动物,合计,09-2024,39885709.00000
进口数量（第一数量）,合计,本期值,合计,01 - 活动物,合计,01-2019,13248549.00000
进口数量（第一数量）,合计,本期值,合计,01 - 活动物,合计,02-2019,163779.00000
进口数量（第一数量）,合计,本期值,合计,01 - 活动物,合计,03-2019,5323736.00000
进口数量（第一数量）,合计,本期值,合计,01 - 活动物,合计,04-2019,4709285.00000
进口数量（第一数量）,合计,本期值,合计,01 - 活动物,合计,05-2019,7822304.00000
进口数量（第一数量）,合计,本期值,合计,01 - 活动物,合计,06-2019,4281305.00000
进口数量（第一数量）,合计,本期值,合计,01 - 活动物,合计,07-2019,4739353.00000
进口数量（第一数量）,合计,本期值,合计,01 - 活动物,合计,08-2019,5840663.00000
进口数量（第一数量）,合计,本期值,合计,01 - 活动物,合计,09-2019,3719821.00000
进口数量（第一数量）,合计,本期值,合计,01 - 活动物,合计,10-2019,8844818.00000
进口数量（第一数量）,合计,本期值,合计,01 - 活动物,合计,11-2019,4936586.00000
进口数量（第一数量）,合计,本期值,合计,01 - 活动物,合计,12-2019,5484586.00000
进口数量（第一数量）,合计,本期值,合计,01 - 活动物,合计,01-2020,8928196.00000
进口数量（第一数量）,合计,本期值,合计,01 - 活动物,合计,02-2020,3183716.00000
进口数量（第一数量）,合计,本期值,合计,01 - 活动物,合计,03-2020,7014080.00000
进口数量（第一数量）,合计,本期值,合计,01 - 活动物,合计,04-2020,4471852.00000
进口数量（第一数量）,合计,本期值,合计,01 - 活动物,合计,05-2020,12679450.00000
进口数量（第一数量）,合计,本期值,合计,01 - 活动物,合计,06-2020,3601485.00000
进口数量（第一数量）,合计,本期值,合计,01 - 活动物,合计,07-2020,7927996.00000
进口数量（第一数量）,合计,本期值,合计,01 - 活动物,合计,08-2020,5503514.00000
进口数量（第一数量）,合计,本期值,合计,01 - 活动物,合计,09-2020,8347588.00000
进口数量（第一数量）,合计,本期值,合计,01 - 活动物,合计,10-2020,
进口数量（第一数量）,合计,本期值,合计,01 - 活动物,合计,11-2020,8444627.00000
进口数量（第一数量）,合计,本期值,合计,01 - 活动物,合计,12-2020,3660693.00000
进口数量（第一数量）,合计,本期值,合计,01 - 活动物,合计,01-2021,15758205.00000
进口数量（第一数量）,合计,本期值,合计,01 - 活动物,合计,02-2021,8500531.00000
进口数量（第一数量）,合计,本期值,合计,01 - 活动物,合计,03-2021,3765666.00000
进口数量（第一数量）,合计,本期值,合计,01 - 活动物,合计,04-2021,12133374.00000
进口数量（第一数量）,合计,本期值,合计,01 - 活动物,合计,05-2021,12700818.00000
进口数量（第一数量）,合计,本期值,合计,01 - 活动物,合计,06-2021,5603291.00000
进口数量（第一数量）,合计,本期值,合计,01 - 活动物,合计,07-2021,12053306.00000
进口数量（第一数量）,合计,本期值,合计,01 - 活动物,合计,08-2021,9060008.00000
进口数量（第一数量）,合计,本期值,合计,01 - 活动物,合计,09-2021,6533603.00000
进口数量（第一数量）,合计,本期值,合计,01 - 活动物,合计,10-2021,8076721.00000
进口数量（第一数量）,合计,本期值,合计,01 - 活动物,合计,11-2021,1198758.00000
进口数量（第一数量）,合计,本期值,合计,01 - 活动物,合计,12-2021,13847052.00000
进口数量（第一数量）,合计,本期值,合计,01 - 活动物,合计,01-2022,18977081.00000
进口数量（第一数量）,合计,本期值,合计,01 - 活动物,合计,02-2022,3199157.00000
进口数量（第一数量）,合计,本期值,合计,01 - 活动物,合计,03-2022,15331603.00000
进口数量（第一数量）,合计,本期值,合计,01 - 活动物,合计,04-2022,1775504.00000
进口数量（第一数量）,合计,本期值,合计,01 - 活动物,合计,05-2022,7327124.00000
进口数量（第一数量）,合计,本期值,合计,01 - 活动物,合计,06-2022,5320294.00000
进口数量（第一数量）,合计,本期值,合计,01 - 活动物,合计,07-2022,10467856.00000
进口数量（第一数量）,合计,本期值,合计,01 - 活动物,合计,08-2022,2930321.00000
进口数量（第一数量）,合计,本期值,合计,01 - 活动物,合计,09-2022,6615207.00000
进口数量（第一数量）,合计,本期值,合计,01 - 活动物,合计,10-2022,11349235.00000
进口数量（第一数量）,合计,本期值,合计,01 - 活动物,合计,11-2022,8393297.00000
进口数量（第一数量）,合计,本期值,合计,01 - 活动物,合计,12-2022,10205830.00000
进口数量（第一数量）,合计,本期值,合计,01 - 活动物,合计,01-2023,8951016.00000
进口数量（第一数量）,合计,本期值,合计,01 - 活动物,合计,02-2023,1776151.00000
进口数量（第一数量）,合计,本期值,合计,01 - 活动物,合计,03-2023,8893903.00000
进口数量（第一数量）,合计,本期值,合计,01 - 活动物,合计,04-2023,2378876.00000
进口数量（第一数量）,合计,本期值,合计,01 - 活动物,合计,05-2023,4334216.00000
进口数量（第一数量）,合计,本期值,合计,01 - 活动物,合计,06-2023,3286465.00000
进口数量（第一数量）,合计,本期值,合计,01 - 活动物,合计,07-2023,2323486.00000
进口数量（第一数量）,合计,本期值,合计,01 - 活动物,合计,08-2023,2108696.00000
进口数量（第一数量）,合计,本期值,合计,01 - 活动物,合计,09-2023,2291083.00000
进口数量（第一数量）,合计,本期值,合计,01 - 活动物,合计,10-2023,5235400.00000
进口数量（第一数量）,合计,本期值,合计,01 - 活动物,合计,11-2023,6721530.00000
进口数量（第一数量）,合计,本期值,合计,01 - 活动物,合计,12-2023,2830599.00000
进口数量（第一数量）,合计,本期值,合计,01 - 活动物,合计,01-2024,3056269.00000
进口数量（第一数量）,合计,本期值,合计,01 - 活动物,合计,02-2024,8996436.00000
进口数量（第一数量）,合计,本期值,合计,01 - 活动物,合计,03-2024,380682.00000
进口数量（第一数量）,合计,本期值,合计,01 - 活动物,合计,04-2024,1086596.00000
进口数量（第一数量）,合计,本期值,合计,01 - 活动物,合计,05-2024,2078367.00000
进口数量（第一数量）,合计,本期值,合计,01 - 活动物,合计,06-2024,1825669.00000
进口数量（第一数量）,合计,本期值,合计,01 - 活动物,合计,07-2024,64355.00000
进口数量（第一数量）,合计,本期值,合计,01 - 活动物,合计,08-2024,1053287.00000
进口数量（第一数量）,合计,本期值,合计,01 - 活动物,合计,09-2024,149190.00000
出口数量（第一数量）,合计,本期值,合计,01 - 活动物,合计,01-2019,9658840.00000
出口数量（第一数量）,合计,本期值,合计,01 - 活动物,合计,02-2019,7081019.00000
出口数量（第一数量）,合计,本期值,合计,01 - 活动物,合计,03-2019,12348385.00000
出口数量（第一数量）,合计,本期值,合计,01 - 活动物,合计,04-2019,15948381.00000
出口数量（第一数量）,合计,本期值,合计,01 - 活动物,合计,05-2019,14991419.00000
出口数量（第一数量）,合计,本期值,合计,01 - 活动物,合计,06-2019,11051208.00000
出口数量（第一数量）,合计,本期值,合计,01 - 活动物,合计,07-2019,6924935.00000
出口数量（第一数量）,合计,本期值,合计,01 - 活动物,合计,08-2019,7932669.00000
出口数量（第一数量）,合计,本期值,合计,01 - 活动物,合计,09-2019,7823395.00000
出口数量（第一数量）,合计,本期值,合计,01 - 活动物,合计,10-2019,5173322.00000
出口数量（第一数量）,合计,本期值,合计,01 - 活动物,合计,11-2019,6906665.00000
出口数量（第一数量）,合计,本期值,合计,01 - 活动物,合计,12-2019,12843427.00000
出口数量（第一数量）,合计,本期值,合计,01 - 活动物,合计,01-2020,875300.00000
出口数量（第一数量）,合计,本期值,合计,01 - 活动物,合计,02-2020,6111718.00000
出口数量（第一数量）,合计,本期值,合计,01 - 活动物,合计,03-2020,6882950.00000
出口数量（第一数量）,合计,本期值,合计,01 - 活动物,合计,04-2020,7579029.00000
出口数量（第一数量）,合计,本期值,合计,01 - 活动物,合计,05-2020,6978275.00000
出口数量（第一数量）,合计,本期值,合计,01 - 活动物,合计,06-2020,7663755.00000
出口数量（第一数量）,合计,本期值,合计,01 - 活动物,合计,07-2020,7657009.00000
出口数量（第一数量）,合计,本期值,合计,01 - 活动物,合计,08-2020,8350722.00000
出口数量（第一数量）,合计,本期值,合计,01 - 活动物,合计,09-2020,9293389.00000
出口数量（第一数量）,合计,本期值,合计,01 - 活动物,合计,10-2020,
出口数量（第一数量）,合计,本期值,合计,01 - 活动物,合计,11-2020,8878243.00000
出口数量（第一数量）,合计,本期值,合计,01 - 活动物,合计,12-2020,16125480.00000
出口数量（第一数量）,合计,本期值,合计,01 - 活动物,合计,01-2021,547633.00000
出口数量（第一数量）,合计,本期值,合计,01 - 活动物,合计,02-2021,7764327.00000
出口数量（第一数量）,合计,本期值,合计,01 - 活动物,合计,03-2021,6750802.00000
出口数量（第一数量）,合计,本期值,合计,01 - 活动物,合计,04-2021,9804857.00000
出口数量（第一数量）,合计,本期值,合计,01 - 活动物,合计,05-2021,6528028.00000
出口数量（第一数量）,合计,本期值,合计,01 - 活动物,合计,06-2021,8716955.00000
出口数量（第一数量）,合计,本期值,合计,01 - 活动物,合计,07-2021,9029809.00000
出口数量（第一数量）,合计,本期值,合计,01 - 活动物,合计,08-2021,11038747.00000
出口数量（第一数量）,合计,本期值,合计,01 - 活动物,合计,09-2021,8754723.00000
出口数量（第一数量）,合计,本期值,合计,01 - 活动物,合计,10-2021,9235912.00000
出口数量（第一数量）,合计,本期值,合计,01 - 活动物,合计,11-2021,11772579.00000
出口数量（第一数量）,合计,本期值,合计,01 - 活动物,合计,12-2021,21405874.00000
出口数量（第一数量）,合计,本期值,合计,01 - 活动物,合计,01-2022,3208851.00000
出口数量（第一数量）,合计,本期值,合计,01 - 活动物,合计,02-2022,9838894.00000
出口数量（第一数量）,合计,本期值,合计,01 - 活动物,合计,03-2022,8318370.00000
出口数量（第一数量）,合计,本期值,合计,01 - 活动物,合计,04-2022,10903427.00000
出口数量（第一数量）,合计,本期值,合计,01 - 活动物,合计,05-2022,12534165.00000
出口数量（第一数量）,合计,本期值,合计,01 - 活动物,合计,06-2022,12662544.00000
出口数量（第一数量）,合计,本期值,合计,01 - 活动物,合计,07-2022,12255028.00000
出口数量（第一数量）,合计,本期值,合计,01 - 活动物,合计,08-2022,11773552.00000
出口数量（第一数量）,合计,本期值,合计,01 - 活动物,合计,09-2022,9717851.00000
出口数量（第一数量）,合计,本期值,合计,01 - 活动物,合计,10-2022,10867781.00000
出口数量（第一数量）,合计,本期值,合计,01 - 活动物,合计,11-2022,11709097.00000
出口数量（第一数量）,合计,本期值,合计,01 - 活动物,合计,12-2022,21994444.00000
出口数量（第一数量）,合计,本期值,合计,01 - 活动物,合计,01-2023,648698.00000
出口数量（第一数量）,合计,本期值,合计,01 - 活动物,合计,02-2023,11745583.00000
出口数量（第一数量）,合计,本期值,合计,01 - 活动物,合计,03-2023,11075428.00000
出口数量（第一数量）,合计,本期值,合计,01 - 活动物,合计,04-2023,12011859.00000
出口数量（第一数量）,合计,本期值,合计,01 - 活动物,合计,05-2023,10733273.00000
出口数量（第一数量）,合计,本期值,合计,01 - 活动物,合计,06-2023,12325667.00000
出口数量（第一数量）,合计,本期值,合计,01 - 活动物,合计,07-2023,11674646.00000
出口数量（第一数量）,合计,本期值,合计,01 - 活动物,合计,08-2023,11772253.00000
出口数量（第一数量）,合计,本期值,合计,01 - 活动物,合计,09-2023,12262807.00000
出口数量（第一数量）,合计,本期值,合计,01 - 活动物,合计,10-2023,11412695.00000
出口数量（第一数量）,合计,本期值,合计,01 - 活动物,合计,11-2023,11785719.00000
出口数量（第一数量）,合计,本期值,合计,01 - 活动物,合计,12-2023,24048100.00000
出口数量（第一数量）,合计,本期值,合计,01 - 活动物,合计,01-2024,1750214.00000
出口数量（第一数量）,合计,本期值,合计,01 - 活动物,合计,02-2024,11864666.00000
出口数量（第一数量）,合计,本期值,合计,01 - 活动物,合计,03-2024,11060886.00000
出口数量（第一数量）,合计,本期值,合计,01 - 活动物,合计,04-2024,12039059.00000
出口数量（第一数量）,合计,本期值,合计,01 - 活动物,合计,05-2024,12255033.00000
出口数量（第一数量）,合计,本期值,合计,01 - 活动物,合计,06-2024,12889370.00000
出口数量（第一数量）,合计,本期值,合计,01 - 活动物,合计,07-2024,12209159.00000
出口数量（第一数量）,合计,本期值,合计,01 - 活动物,合计,08-2024,11816987.00000
出口数量（第一数量）,合计,本期值,合计,01 - 活动物,合计,09-2024,11393798.00000

数据来源：中国海关
由EPS DATA整理
